Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
2019,11,Finger Lakes,Yates,200,"150,000"
2019,10,Capital,Albany,"1,200","1,400,000"
2019,10,Western New York,Allegany,200,"210,000"
2019,10,New York City,Bronx,"11,600","13,140,000"
2019,10,Southern Tier,Broome,900,"960,000"
2019,10,Western New York,Cattaraugus,500,"470,000"
2019,10,Central New York,Cayuga,400,"370,000"
2019,10,Western New York,Chautauqua,700,"620,000"
2019,10,Southern Tier,Chemung,300,"360,000"
2019,10,Southern Tier,Chenango,200,"240,000"
2019,10,North Country,Clinton,700,"480,000"
2019,10,Capital,Columbia,200,"200,000"
2019,10,Central New York,Cortland,200,"240,000"
2019,10,Southern Tier,Delaware,200,"180,000"
2019,10,Hudson Valley,Dutchess,"1,100","1,410,000"
2019,10,Western New York,Erie,"5,400","5,970,000"
2019,10,North Country,Essex,200,"150,000"
2019,10,North Country,Franklin,200,"210,000"
2019,10,Mohawk Valley,Fulton,300,"280,000"
2019,10,Finger Lakes,Genesee,300,"310,000"
2019,10,Capital,Greene,200,"210,000"
2019,10,North Country,Hamilton,0,"20,000"
2019,10,Mohawk Valley,Herkimer,300,"350,000"
2019,10,North Country,Jefferson,900,"800,000"
2019,10,New York City,Kings,"17,000","20,830,000"
2019,10,North Country,Lewis,200,"160,000"
2019,10,Finger Lakes,Livingston,400,"350,000"
2019,10,Central New York,Madison,300,"320,000"
2019,10,Finger Lakes,Monroe,"4,100","4,750,000"
2019,10,Mohawk Valley,Montgomery,400,"370,000"
2019,10,Long Island,Nassau,"6,600","8,640,000"
2019,10,New York City,New York,"11,400","14,850,000"
2019,10,Western New York,Niagara,"1,700","1,660,000"
2019,10,Mohawk Valley,Oneida,"1,100","1,040,000"
2019,10,Central New York,Onondaga,"2,100","2,410,000"
2019,10,Finger Lakes,Ontario,500,"600,000"
2019,10,Hudson Valley,Orange,"1,800","2,210,000"
2019,10,Finger Lakes,Orleans,400,"290,000"
2019,10,Central New York,Oswego,900,"840,000"
2019,10,Mohawk Valley,Otsego,200,"200,000"
2019,10,Out-of-State Resident,Out-of-State,"11,300","16,900,000"
2019,10,Hudson Valley,Putnam,400,"580,000"
2019,10,New York City,Queens,"12,700","16,210,000"
2019,10,Capital,Rensselaer,700,"780,000"
2019,10,New York City,Richmond,"2,500","3,060,000"
2019,10,Hudson Valley,Rockland,"1,200","1,400,000"
2019,10,Capital,Saratoga,900,"1,120,000"
2019,10,Capital,Schenectady,700,"850,000"
2019,10,Mohawk Valley,Schoharie,100,"130,000"
2019,10,Southern Tier,Schuyler,100,"80,000"
2019,10,Finger Lakes,Seneca,100,"170,000"
2019,10,Southern Tier,Steuben,400,"430,000"
2019,10,North Country,St. Lawrence,600,"520,000"
2019,10,Long Island,Suffolk,"7,700","9,560,000"
2019,10,Hudson Valley,Sullivan,400,"450,000"
2019,10,Southern Tier,Tioga,200,"240,000"
2019,10,Southern Tier,Tompkins,200,"260,000"
2019,10,Hudson Valley,Ulster,700,"870,000"
2019,10,Unknown Geography,Unknown,100,"310,000"
2019,10,Capital,Warren,400,"370,000"
2019,10,Capital,Washington,300,"300,000"
2019,10,Finger Lakes,Wayne,500,"510,000"
2019,10,Hudson Valley,Westchester,"4,500","5,880,000"
2019,10,Finger Lakes,Wyoming,200,"210,000"
2019,10,Finger Lakes,Yates,100,"100,000"
2019,9,Capital,Albany,"1,400","1,410,000"
2019,9,Western New York,Allegany,200,"170,000"
2019,9,New York City,Bronx,"14,700","14,680,000"
2019,9,Southern Tier,Broome,900,"910,000"
2019,9,Western New York,Cattaraugus,400,"420,000"
2019,9,Central New York,Cayuga,400,"370,000"
2019,9,Western New York,Chautauqua,700,"570,000"
2019,9,Southern Tier,Chemung,300,"350,000"
2019,9,Southern Tier,Chenango,200,"220,000"
2019,9,North Country,Clinton,400,"390,000"
2019,9,Capital,Columbia,200,"230,000"
2019,9,Central New York,Cortland,200,"190,000"
2019,9,Southern Tier,Delaware,200,"160,000"
2019,9,Hudson Valley,Dutchess,"1,300","1,420,000"
2019,9,Western New York,Erie,"6,500","6,050,000"
2019,9,North Country,Essex,100,"110,000"
2019,9,North Country,Franklin,200,"210,000"
2019,9,Mohawk Valley,Fulton,300,"290,000"
2019,9,Finger Lakes,Genesee,300,"270,000"
2019,9,Capital,Greene,300,"250,000"
2019,9,North Country,Hamilton,0,"10,000"
2019,9,Mohawk Valley,Herkimer,300,"280,000"
2019,9,North Country,Jefferson,800,"770,000"
2019,9,New York City,Kings,"20,900","22,320,000"
2019,9,North Country,Lewis,200,"120,000"
2019,9,Finger Lakes,Livingston,300,"300,000"
2019,9,Central New York,Madison,300,"320,000"
2019,9,Finger Lakes,Monroe,"4,900","4,870,000"
2019,9,Mohawk Valley,Montgomery,400,"370,000"
2019,9,Long Island,Nassau,"8,200","8,750,000"
2019,9,New York City,New York,"12,600","14,750,000"
2019,9,Western New York,Niagara,"1,900","1,530,000"
2019,9,Mohawk Valley,Oneida,"1,200","1,070,000"
2019,9,Central New York,Onondaga,"2,400","2,430,000"
2019,9,Finger Lakes,Ontario,500,"550,000"
2019,9,Hudson Valley,Orange,"2,400","2,370,000"
2019,9,Finger Lakes,Orleans,300,"260,000"
2019,9,Central New York,Oswego,900,"950,000"
2019,9,Mohawk Valley,Otsego,200,"160,000"
2019,9,Out-of-State Resident,Out-of-State,"11,600","16,110,000"
2019,9,Hudson Valley,Putnam,500,"580,000"
2019,9,New York City,Queens,"15,200","16,930,000"
2019,9,Capital,Rensselaer,900,"850,000"
2019,9,New York City,Richmond,"3,400","3,420,000"
2019,9,Hudson Valley,Rockland,"1,500","1,470,000"
2019,9,Capital,Saratoga,900,"1,030,000"
2019,9,Capital,Schenectady,900,"870,000"
2019,9,Mohawk Valley,Schoharie,100,"120,000"
2019,9,Southern Tier,Schuyler,100,"70,000"
2019,9,Finger Lakes,Seneca,100,"150,000"
2019,9,Southern Tier,Steuben,400,"410,000"
2019,9,North Country,St. Lawrence,500,"470,000"
2019,9,Long Island,Suffolk,"10,700","10,120,000"
2019,9,Hudson Valley,Sullivan,500,"430,000"
2019,9,Southern Tier,Tioga,200,"210,000"
2019,9,Southern Tier,Tompkins,200,"240,000"
2019,9,Hudson Valley,Ulster,"1,000","920,000"
2019,9,Unknown Geography,Unknown,100,"180,000"
2019,9,Capital,Warren,300,"290,000"
2019,9,Capital,Washington,300,"250,000"
2019,9,Finger Lakes,Wayne,500,"510,000"
2019,9,Hudson Valley,Westchester,"5,800","6,020,000"
2019,9,Finger Lakes,Wyoming,200,"180,000"
2019,9,Finger Lakes,Yates,100,"70,000"
2019,8,Capital,Albany,"1,600","1,590,000"
2019,8,Western New York,Allegany,200,"210,000"
2019,8,New York City,Bronx,"14,900","15,390,000"
2019,8,Southern Tier,Broome,"1,200","1,070,000"
2019,8,Western New York,Cattaraugus,500,"450,000"
2019,8,Central New York,Cayuga,500,"450,000"
2019,8,Western New York,Chautauqua,700,"580,000"
2019,8,Southern Tier,Chemung,400,"350,000"
2019,8,Southern Tier,Chenango,300,"250,000"
2019,8,North Country,Clinton,600,"490,000"
2019,8,Capital,Columbia,200,"240,000"
2019,8,Central New York,Cortland,300,"230,000"
2019,8,Southern Tier,Delaware,300,"230,000"
2019,8,Hudson Valley,Dutchess,"1,400","1,470,000"
2019,8,Western New York,Erie,"6,900","6,750,000"
2019,8,North Country,Essex,100,"130,000"
2019,8,North Country,Franklin,300,"240,000"
2019,8,Mohawk Valley,Fulton,300,"280,000"
2019,8,Finger Lakes,Genesee,300,"280,000"
2019,8,Capital,Greene,300,"310,000"
2019,8,North Country,Hamilton,0,"10,000"
2019,8,Mohawk Valley,Herkimer,700,"610,000"
2019,8,North Country,Jefferson,800,"810,000"
2019,8,New York City,Kings,"21,000","22,990,000"
2019,8,North Country,Lewis,200,"130,000"
2019,8,Finger Lakes,Livingston,400,"310,000"
2019,8,Central New York,Madison,300,"320,000"
2019,8,Finger Lakes,Monroe,"5,400","5,340,000"
2019,8,Mohawk Valley,Montgomery,500,"440,000"
2019,8,Long Island,Nassau,"8,400","9,640,000"
2019,8,New York City,New York,"12,700","14,820,000"
2019,8,Western New York,Niagara,"2,000","1,760,000"
2019,8,Mohawk Valley,Oneida,"1,300","1,220,000"
2019,8,Central New York,Onondaga,"2,500","2,550,000"
2019,8,Finger Lakes,Ontario,500,"530,000"
2019,8,Hudson Valley,Orange,"2,400","2,540,000"
2019,8,Finger Lakes,Orleans,400,"340,000"
2019,8,Central New York,Oswego,900,"930,000"
2019,8,Mohawk Valley,Otsego,300,"300,000"
2019,8,Out-of-State Resident,Out-of-State,"11,800","15,640,000"
2019,8,Hudson Valley,Putnam,500,"600,000"
2019,8,New York City,Queens,"15,000","17,090,000"
2019,8,Capital,Rensselaer,"1,000","940,000"
2019,8,New York City,Richmond,"3,500","3,960,000"
2019,8,Hudson Valley,Rockland,"1,500","1,670,000"
2019,8,Capital,Saratoga,900,"990,000"
2019,8,Capital,Schenectady,900,"900,000"
2019,8,Mohawk Valley,Schoharie,200,"190,000"
2019,8,Southern Tier,Schuyler,100,"90,000"
2019,8,Finger Lakes,Seneca,200,"150,000"
2019,8,Southern Tier,Steuben,400,"400,000"
2019,8,North Country,St. Lawrence,800,"680,000"
2019,8,Long Island,Suffolk,"11,300","12,970,000"
2019,8,Hudson Valley,Sullivan,400,"420,000"
2019,8,Southern Tier,Tioga,200,"230,000"
2019,8,Southern Tier,Tompkins,300,"310,000"
2019,8,Hudson Valley,Ulster,"1,100","1,130,000"
2019,8,Unknown Geography,Unknown,100,"310,000"
2019,8,Capital,Warren,300,"300,000"
2019,8,Capital,Washington,300,"270,000"
2019,8,Finger Lakes,Wayne,600,"570,000"
2019,8,Hudson Valley,Westchester,"6,000","6,660,000"
2019,8,Finger Lakes,Wyoming,300,"220,000"
2019,8,Finger Lakes,Yates,100,"70,000"
2019,7,Capital,Albany,"1,700","1,950,000"
2019,7,Western New York,Allegany,300,"310,000"
2019,7,New York City,Bronx,"14,500","16,920,000"
2019,7,Southern Tier,Broome,"1,400","1,360,000"
2019,7,Western New York,Cattaraugus,600,"580,000"
2019,7,Central New York,Cayuga,500,"560,000"
2019,7,Western New York,Chautauqua,800,"720,000"
2019,7,Southern Tier,Chemung,400,"450,000"
2019,7,Southern Tier,Chenango,400,"360,000"
2019,7,North Country,Clinton,600,"600,000"
2019,7,Capital,Columbia,300,"290,000"
2019,7,Central New York,Cortland,300,"340,000"
2019,7,Southern Tier,Delaware,300,"340,000"
2019,7,Hudson Valley,Dutchess,"1,500","1,810,000"
2019,7,Western New York,Erie,"7,300","7,870,000"
2019,7,North Country,Essex,200,"170,000"
2019,7,North Country,Franklin,300,"320,000"
2019,7,Mohawk Valley,Fulton,300,"350,000"
2019,7,Finger Lakes,Genesee,300,"350,000"
2019,7,Capital,Greene,300,"390,000"
2019,7,North Country,Hamilton,0,"10,000"
2019,7,Mohawk Valley,Herkimer,800,"850,000"
2019,7,North Country,Jefferson,800,"870,000"
2019,7,New York City,Kings,"21,100","26,130,000"
2019,7,North Country,Lewis,200,"200,000"
2019,7,Finger Lakes,Livingston,500,"480,000"
2019,7,Central New York,Madison,400,"440,000"
2019,7,Finger Lakes,Monroe,"5,600","6,200,000"
2019,7,Mohawk Valley,Montgomery,500,"560,000"
2019,7,Long Island,Nassau,"8,600","11,000,000"
2019,7,New York City,New York,"13,100","16,890,000"
2019,7,Western New York,Niagara,"2,100","2,080,000"
2019,7,Mohawk Valley,Oneida,"1,400","1,470,000"
2019,7,Central New York,Onondaga,"2,600","2,950,000"
2019,7,Finger Lakes,Ontario,700,"740,000"
2019,7,Hudson Valley,Orange,"2,600","2,970,000"
2019,7,Finger Lakes,Orleans,400,"410,000"
2019,7,Central New York,Oswego,"1,100","1,270,000"
2019,7,Mohawk Valley,Otsego,400,"430,000"
2019,7,Out-of-State Resident,Out-of-State,"12,600","18,710,000"
2019,7,Hudson Valley,Putnam,500,"720,000"
2019,7,New York City,Queens,"15,100","19,500,000"
2019,7,Capital,Rensselaer,"1,000","1,120,000"
2019,7,New York City,Richmond,"3,500","4,340,000"
2019,7,Hudson Valley,Rockland,"1,600","1,860,000"
2019,7,Capital,Saratoga,"1,000","1,260,000"
2019,7,Capital,Schenectady,"1,000","1,210,000"
2019,7,Mohawk Valley,Schoharie,300,"250,000"
2019,7,Southern Tier,Schuyler,100,"110,000"
2019,7,Finger Lakes,Seneca,200,"180,000"
2019,7,Southern Tier,Steuben,500,"540,000"
2019,7,North Country,St. Lawrence,900,"930,000"
2019,7,Long Island,Suffolk,"11,600","14,410,000"
2019,7,Hudson Valley,Sullivan,500,"510,000"
2019,7,Southern Tier,Tioga,200,"300,000"
2019,7,Southern Tier,Tompkins,400,"410,000"
2019,7,Hudson Valley,Ulster,"1,200","1,320,000"
2019,7,Unknown Geography,Unknown,100,"400,000"
2019,7,Capital,Warren,300,"360,000"
2019,7,Capital,Washington,300,"320,000"
2019,7,Finger Lakes,Wayne,600,"660,000"
2019,7,Hudson Valley,Westchester,"6,000","7,450,000"
2019,7,Finger Lakes,Wyoming,300,"280,000"
2019,7,Finger Lakes,Yates,100,"90,000"
2019,6,Capital,Albany,"1,500","1,490,000"
2019,6,Western New York,Allegany,300,"260,000"
2019,6,New York City,Bronx,"11,500","11,700,000"
2019,6,Southern Tier,Broome,"1,200","1,020,000"
2019,6,Western New York,Cattaraugus,500,"460,000"
2019,6,Central New York,Cayuga,400,"410,000"
2019,6,Western New York,Chautauqua,700,"590,000"
2019,6,Southern Tier,Chemung,400,"360,000"
2019,6,Southern Tier,Chenango,300,"260,000"
2019,6,North Country,Clinton,600,"510,000"
2019,6,Capital,Columbia,200,"250,000"
2019,6,Central New York,Cortland,300,"290,000"
2019,6,Southern Tier,Delaware,300,"230,000"
2019,6,Hudson Valley,Dutchess,"1,300","1,440,000"
2019,6,Western New York,Erie,"5,600","5,410,000"
2019,6,North Country,Essex,200,"170,000"
2019,6,North Country,Franklin,300,"260,000"
2019,6,Mohawk Valley,Fulton,300,"280,000"
2019,6,Finger Lakes,Genesee,300,"290,000"
2019,6,Capital,Greene,300,"270,000"
2019,6,North Country,Hamilton,0,"10,000"
2019,6,Mohawk Valley,Herkimer,700,"590,000"
2019,6,North Country,Jefferson,700,"640,000"
2019,6,New York City,Kings,"17,300","19,070,000"
2019,6,North Country,Lewis,200,"180,000"
2019,6,Finger Lakes,Livingston,400,"350,000"
2019,6,Central New York,Madison,300,"360,000"
2019,6,Finger Lakes,Monroe,"4,400","4,350,000"
2019,6,Mohawk Valley,Montgomery,400,"360,000"
2019,6,Long Island,Nassau,"6,600","7,760,000"
2019,6,New York City,New York,"11,700","13,210,000"
2019,6,Western New York,Niagara,"1,500","1,360,000"
2019,6,Mohawk Valley,Oneida,"1,300","1,190,000"
2019,6,Central New York,Onondaga,"2,200","2,180,000"
2019,6,Finger Lakes,Ontario,600,"620,000"
2019,6,Hudson Valley,Orange,"1,900","2,120,000"
2019,6,Finger Lakes,Orleans,300,"250,000"
2019,6,Central New York,Oswego,"1,000","1,080,000"
2019,6,Mohawk Valley,Otsego,300,"280,000"
2019,6,Out-of-State Resident,Out-of-State,"12,000","15,390,000"
2019,6,Hudson Valley,Putnam,500,"520,000"
2019,6,New York City,Queens,"12,900","14,590,000"
2019,6,Capital,Rensselaer,900,"890,000"
2019,6,New York City,Richmond,"2,600","2,760,000"
2019,6,Hudson Valley,Rockland,"1,100","1,230,000"
2019,6,Capital,Saratoga,"1,000","1,050,000"
2019,6,Capital,Schenectady,900,"930,000"
2019,6,Mohawk Valley,Schoharie,200,"150,000"
2019,6,Southern Tier,Schuyler,100,"90,000"
2019,6,Finger Lakes,Seneca,200,"150,000"
2019,6,Southern Tier,Steuben,500,"480,000"
2019,6,North Country,St. Lawrence,800,"720,000"
2019,6,Long Island,Suffolk,"7,700","8,550,000"
2019,6,Hudson Valley,Sullivan,400,"400,000"
2019,6,Southern Tier,Tioga,300,"260,000"
2019,6,Southern Tier,Tompkins,400,"370,000"
2019,6,Hudson Valley,Ulster,"1,000","980,000"
2019,6,Unknown Geography,Unknown,100,"340,000"
2019,6,Capital,Warren,400,"330,000"
2019,6,Capital,Washington,300,"270,000"
2019,6,Finger Lakes,Wayne,500,"490,000"
2019,6,Hudson Valley,Westchester,"4,500","5,210,000"
2019,6,Finger Lakes,Wyoming,200,"190,000"
2019,6,Finger Lakes,Yates,100,"90,000"
2019,5,Capital,Albany,"1,500","1,550,000"
2019,5,Western New York,Allegany,300,"270,000"
2019,5,New York City,Bronx,"11,600","12,030,000"
2019,5,Southern Tier,Broome,"1,200","1,060,000"
2019,5,Western New York,Cattaraugus,600,"540,000"
2019,5,Central New York,Cayuga,500,"460,000"
2019,5,Western New York,Chautauqua,800,"650,000"
2019,5,Southern Tier,Chemung,400,"370,000"
2019,5,Southern Tier,Chenango,300,"290,000"
2019,5,North Country,Clinton,600,"550,000"
2019,5,Capital,Columbia,200,"250,000"
2019,5,Central New York,Cortland,300,"290,000"
2019,5,Southern Tier,Delaware,300,"230,000"
2019,5,Hudson Valley,Dutchess,"1,300","1,510,000"
2019,5,Western New York,Erie,"6,200","5,840,000"
2019,5,North Country,Essex,300,"210,000"
2019,5,North Country,Franklin,400,"360,000"
2019,5,Mohawk Valley,Fulton,400,"340,000"
2019,5,Finger Lakes,Genesee,400,"360,000"
2019,5,Capital,Greene,400,"340,000"
2019,5,North Country,Hamilton,100,"30,000"
2019,5,Mohawk Valley,Herkimer,500,"400,000"
2019,5,North Country,Jefferson,900,"810,000"
2019,5,New York City,Kings,"17,700","19,790,000"
2019,5,North Country,Lewis,300,"270,000"
2019,5,Finger Lakes,Livingston,500,"430,000"
2019,5,Central New York,Madison,400,"400,000"
2019,5,Finger Lakes,Monroe,"4,400","4,640,000"
2019,5,Mohawk Valley,Montgomery,400,"430,000"
2019,5,Long Island,Nassau,"7,000","8,230,000"
2019,5,New York City,New York,"11,600","13,710,000"
2019,5,Western New York,Niagara,"1,900","1,620,000"
2019,5,Mohawk Valley,Oneida,"1,400","1,290,000"
2019,5,Central New York,Onondaga,"2,500","2,460,000"
2019,5,Finger Lakes,Ontario,700,"730,000"
2019,5,Hudson Valley,Orange,"2,100","2,230,000"
2019,5,Finger Lakes,Orleans,300,"240,000"
2019,5,Central New York,Oswego,"1,300","1,230,000"
2019,5,Mohawk Valley,Otsego,400,"280,000"
2019,5,Out-of-State Resident,Out-of-State,"12,300","16,290,000"
2019,5,Hudson Valley,Putnam,500,"550,000"
2019,5,New York City,Queens,"13,200","15,160,000"
2019,5,Capital,Rensselaer,900,"990,000"
2019,5,New York City,Richmond,"2,600","2,970,000"
2019,5,Hudson Valley,Rockland,"1,200","1,290,000"
2019,5,Capital,Saratoga,"1,100","1,170,000"
2019,5,Capital,Schenectady,900,"980,000"
2019,5,Mohawk Valley,Schoharie,200,"180,000"
2019,5,Southern Tier,Schuyler,100,"100,000"
2019,5,Finger Lakes,Seneca,200,"160,000"
2019,5,Southern Tier,Steuben,700,"600,000"
2019,5,North Country,St. Lawrence,"1,000","790,000"
2019,5,Long Island,Suffolk,"8,600","9,350,000"
2019,5,Hudson Valley,Sullivan,400,"440,000"
2019,5,Southern Tier,Tioga,300,"290,000"
2019,5,Southern Tier,Tompkins,300,"320,000"
2019,5,Hudson Valley,Ulster,"1,000","1,010,000"
2019,5,Unknown Geography,Unknown,100,"220,000"
2019,5,Capital,Warren,600,"480,000"
2019,5,Capital,Washington,300,"320,000"
2019,5,Finger Lakes,Wayne,600,"590,000"
2019,5,Hudson Valley,Westchester,"4,600","5,480,000"
2019,5,Finger Lakes,Wyoming,300,"260,000"
2019,5,Finger Lakes,Yates,100,"110,000"
2019,4,Capital,Albany,"2,000","2,170,000"
2019,4,Western New York,Allegany,400,"430,000"
2019,4,New York City,Bronx,"13,700","14,630,000"
2019,4,Southern Tier,Broome,"1,700","1,760,000"
2019,4,Western New York,Cattaraugus,"1,000","960,000"
2019,4,Central New York,Cayuga,800,"820,000"
2019,4,Western New York,Chautauqua,"1,300","1,260,000"
2019,4,Southern Tier,Chemung,500,"540,000"
2019,4,Southern Tier,Chenango,600,"580,000"
2019,4,North Country,Clinton,900,"900,000"
2019,4,Capital,Columbia,400,"420,000"
2019,4,Central New York,Cortland,600,"710,000"
2019,4,Southern Tier,Delaware,400,"410,000"
2019,4,Hudson Valley,Dutchess,"1,700","2,020,000"
2019,4,Western New York,Erie,"8,900","8,900,000"
2019,4,North Country,Essex,500,"500,000"
2019,4,North Country,Franklin,600,"650,000"
2019,4,Mohawk Valley,Fulton,500,"590,000"
2019,4,Finger Lakes,Genesee,600,"620,000"
2019,4,Capital,Greene,500,"520,000"
2019,4,North Country,Hamilton,100,"110,000"
2019,4,Mohawk Valley,Herkimer,800,"820,000"
2019,4,North Country,Jefferson,"1,600","1,580,000"
2019,4,New York City,Kings,"20,100","23,220,000"
2019,4,North Country,Lewis,500,"580,000"
2019,4,Finger Lakes,Livingston,700,"770,000"
2019,4,Central New York,Madison,700,"750,000"
2019,4,Finger Lakes,Monroe,"6,300","6,600,000"
2019,4,Mohawk Valley,Montgomery,800,"810,000"
2019,4,Long Island,Nassau,"8,600","9,960,000"
2019,4,New York City,New York,"12,300","15,470,000"
2019,4,Western New York,Niagara,"3,000","2,730,000"
2019,4,Mohawk Valley,Oneida,"2,000","2,090,000"
2019,4,Central New York,Onondaga,"3,800","3,860,000"
2019,4,Finger Lakes,Ontario,"1,100","1,150,000"
2019,4,Hudson Valley,Orange,"2,700","2,910,000"
2019,4,Finger Lakes,Orleans,500,"420,000"
2019,4,Central New York,Oswego,"1,800","1,820,000"
2019,4,Mohawk Valley,Otsego,600,"530,000"
2019,4,Out-of-State Resident,Out-of-State,"13,600","19,320,000"
2019,4,Hudson Valley,Putnam,700,"790,000"
2019,4,New York City,Queens,"15,200","17,920,000"
2019,4,Capital,Rensselaer,"1,300","1,440,000"
2019,4,New York City,Richmond,"3,300","3,610,000"
2019,4,Hudson Valley,Rockland,"1,600","1,620,000"
2019,4,Capital,Saratoga,"1,700","1,890,000"
2019,4,Capital,Schenectady,"1,300","1,440,000"
2019,4,Mohawk Valley,Schoharie,400,"380,000"
2019,4,Southern Tier,Schuyler,200,"220,000"
2019,4,Finger Lakes,Seneca,300,"280,000"
2019,4,Southern Tier,Steuben,900,"1,030,000"
2019,4,North Country,St. Lawrence,"1,300","1,410,000"
2019,4,Long Island,Suffolk,"12,700","13,370,000"
2019,4,Hudson Valley,Sullivan,700,"670,000"
2019,4,Southern Tier,Tioga,400,"430,000"
2019,4,Southern Tier,Tompkins,400,"420,000"
2019,4,Hudson Valley,Ulster,"1,400","1,420,000"
2019,4,Unknown Geography,Unknown,100,"230,000"
2019,4,Capital,Warren,"1,000","990,000"
2019,4,Capital,Washington,600,"630,000"
2019,4,Finger Lakes,Wayne,900,"1,020,000"
2019,4,Hudson Valley,Westchester,"5,900","6,960,000"
2019,4,Finger Lakes,Wyoming,500,"510,000"
